,names,forms,pulici_ryha,lekova_forma,barva,tvar,konvexita,velikost,imprint
319,Thiogamma Turbo Set 600 mg infuzní roztok,"Infuzní roztok.
Popis přípravku: nažloutlý až zelenavě žlutý čirý roztok.
pH 7,0 – 8,5
Osmolalita 480 – 520 mosmol/kg",False,infuzní roztok,"nažloutlý, zelenavě, žlutý",roztok.,roztok.,,
320,"TANATRIL 5 mg tablety
TANATRIL 10 mg tablety","Tableta.
Popis přípravku:
Tanatril 5 mg: téměř bílé podlouhlé bikonvexní tablety s půlicí rýhou na obou stranách.
Tanatril 10 mg: téměř bílé podlouhlé bikonvexní tablety s půlicí rýhou na obou stranách.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé",podlouhlé,bikonvexní,,
321,Galvus 50 mg tablety,"Tableta.
Bílá až lehce nažloutlá, kulatá (průměr 8 mm), plochá tableta se zkosenými okraji. Na jedné straně s
vytlačeným „NVR“ a s „FB“ na straně druhé.",False,tableta,"bílá, nažloutlá",kulatá,,['8 mm'],"„NVR“, „FB“"
322,"Triplixam 5 mg/1,25 mg/5 mg potahované tablety
[Triplixam 5 mg/1,25 mg/10 mg potahované tablety]
[Triplixam 10 mg/2,5 mg/5 mg potahované tablety]
[Triplixam 10 mg/2,5 mg/10 mg potahované tablety]","Potahovaná tableta.
Triplixam 5 mg/1,25 mg/5 mg: bílá, podlouhlá, potahovaná tableta, 9,75 mm dlouhá a 5,16 mm široká
s vyraženýmna jedné straně ana druhé straně.
Triplixam 5 mg/1,25 mg/10 mg: bílá, podlouhlá, potahovaná tableta, 10,7 mm dlouhá a 5,66 mm široká
s vyraženýmna jedné straně ana druhé straně.
Triplixam10 mg/2,5 mg/5 mg: bílá, podlouhlá, potahovaná tableta, 11,5 mm dlouhá a 6,09 mm široká
s vyraženýmna jedné straně ana druhé straně.
Triplixam10 mg/2,5 mg/10 mg: bílá, podlouhlá, potahovaná tableta, 12,2 mm dlouhá a 6,46 mm široká
s vyraženýmna jedné straně ana druhé straně.",False,potahovaná tableta,"bílá, bílá, bílá, bílá",podlouhlá,,"['9,75 mm', '5,16 mm', '10,7 mm', '5,66 mm', '11,5 mm', '6,09 mm', '12,2 mm', '6,46 mm']",
323,"Emerade 150 mikrogramů
Emerade 300 mikrogramů
Emerade 500 mikrogramů
injekční roztok v předplněném peru","Injekční roztok v předplněném peru (auto-injektoru).
Čirý a bezbarvý roztok.",False,injekční roztok v předplněném peru (auto-injektoru),bezbarvý,roztok,roztok,,
324,"Concor Combi 5 mg/5 mg tablety
Concor Combi 5 mg/10 mg tablety
Concor Combi 10 mg/5 mg tablety","Tableta.
Concor Combi 5 mg/5 mg: bílé nebo téměř bílé, bez zápachu, podlouhlé, mírně konvexní tablety o
délce 9,5 mm a šířce 4,5 mm s půlicí rýhou na jedné straně a s vystupujícím MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.
Concor Combi 5 mg/10 mg: bílé nebo téměř bílé, bez zápachu, kulaté, 10 mm ploché tablety se
zkosenými hranami, s půlicí rýhou na jedné straně a s vystupujícím MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.
Concor Combi 10 mg/5 mg: bílé nebo téměř bílé, bez zápachu, oválné, mírně konvexní tablety o délce
13 mm a šířce 7 mm s půlicí rýhou na jedné straně a s vystupujícím MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.",True,tableta,"bílé, bílé, bílé, bílé, bílé, bílé",podlouhlé,konvexní,"['9,5 mm', '4,5 mm', '10 mm', '13 mm', '7 mm']",
325,STADALAX 5 mg obalené tablety,"Obalená tableta.
Bílé, hladké, kulaté bikonvexní obalené tablety.",False,obalená tableta,bílé,kulaté,bikonvexní,,
326,"Invokana 100 mg potahované tablety
Invokana 300 mg potahované tablety","Potahovaná tableta (tableta)
Invokana 100 mg potahované tablety
Tableta je žlutá ve tvaru tobolky, o délce asi 11 mm, s okamžitým uvolňováním, potahovaná
s označením „CFZ“ na jedné straně a „100“ na druhé straně.
Invokana 300 mg potahované tablety
Tableta je bílá ve tvaru tobolky, o délce asi 17 mm, s okamžitým uvolňováním, potahovaná
s označením „CFZ“ na jedné straně a „300“ na druhé straně.",False,potahovaná tableta (tableta),"žlutá, bílá",tobolky,tobolky,"['11 mm', '17 mm']","„CFZ“, „100“, „CFZ“, „300“"
327,"Rosucard 10 mg potahované tablety
Rosucard 20 mg potahované tablety
Rosucard 40 mg potahované tablety","Potahovaná tableta.
Rosucard 10 mg potahované tablety: světle růžové, potahované, oválné, bikonvexní tablety s půlící
rýhou o délce cca 8,8 mm a šířce cca 4,5 mm. Tabletu lze rozdělit na dvě stejné dávky.
Rosucard 20 mg potahované tablety: růžové, potahované, oválné, bikonvexní tablety o délce cca 11,1
mm a šířce cca 5,6 mm.
Rosucard 40 mg potahované tablety: tmavě růžové, potahované, oválné, bikonvexní tablety o délce
cca 14,0 mm a šířce cca 7,0 mm.",True,potahovaná tableta,"růžové, růžové, růžové",oválné,bikonvexní,"['8,8 mm', '4,5 mm', '11,1\nmm', '5,6 mm', '14,0 mm', '7,0 mm']",
328,"Moventig 12,5 mg potahované tablety
Moventig 25 mg potahované tablety","Moventig 12,5 mg potahovaná tableta (tableta).
Oválná fialová tableta o rozměrech 10,5 x 5,5 mm.
Moventig 25 mg potahovaná tableta (tableta)
Oválná fialová tableta o rozměrech 13 x 7 mm.
Tablety s vyraženým „nGL“ na jedné straně a sílou tablety na straně druhé.",False,"moventig 12,5 mg potahovaná tableta (tableta)","fialová, fialová",oválná,,"['5,5 mm', '7 mm']",„nGL“
329,"Kanavit
10 mg/ml
injekční emulze","Injekční emulze.
Popis přípravku: zelenožlutá až žlutá, opalizující až slabě zakalená emulze bez náznaku separace fází.",False,injekční emulze,"zelenožlutá, žlutá",,,,
330,"Ramizek 5 mg/5 mg tvrdé tobolky
 Ramizek 5 mg/10 mg tvrdé tobolky
 Ramizek 10 mg/5 mg tvrdé tobolky
 Ramizek 10 mg/10 mg tvrdé tobolky","tvrdá tobolka
 Ramizek 5 mg/5 mg: tvrdé želatinové tobolky, velikost 1, víčko neprůhledné růžové, tělo
 neprůhledné bílé. Obsah tobolek: bílý nebo téměř bílý prášek.
 Ramizek 5 mg/10 mg: tvrdé želatinové tobolky, velikost 1, víčko neprůhledné červeno-hnědé,
 tělo neprůhledné bílé. Obsah tobolek: bílý nebo téměř bílý prášek.
 Ramizek 10 mg/5 mg: tvrdé želatinové tobolky, velikost 1, víčko neprůhledné tmavě-růžové,
 tělo neprůhledné bílé. Obsah tobolek: bílý nebo téměř bílý prášek.
 Ramizek 10 mg/10 mg: tvrdé želatinové tobolky, velikost 1, víčko neprůhledné hnědé, tělo
 neprůhledné bílé. Obsah tobolek: bílý nebo téměř bílý prášek.",False,tvrdá tobolka,"růžové, bílé., bílý, bílý, červeno-, hnědé, bílé., bílý, bílý, růžové, bílé., bílý, bílý, hnědé, bílé., bílý, bílý",tobolka,tobolka,,
331,"Eliquis 2,5 mg potahované tablety","Potahovaná tableta (tableta)
Žluté, kulaté tablety s vyraženým 893 na jedné straně a 2½ na druhé straně.",False,potahovaná tableta (tableta),žluté,kulaté,,,
332,"Respreeza 1000 mg prášek a rozpouštědlo pro infuzní roztok.
Respreeza 4000 mg prášek a rozpouštědlo pro infuzní roztok.
Respreeza 5000 mg prášek a rozpouštědlo pro infuzní roztok.","Prášek a rozpouštědlo pro infuzní roztok.
Prášek je bílý až téměř bílý. Rozpouštědlo je čirý bezbarvý roztok.
Přibližná osmolalita rekonstituovaného roztoku je 279 mosmol/kg, pH je 7,0.",False,prášek a rozpouštědlo pro infuzní roztok,"bílý, bílý., bezbarvý",roztok.,roztok.,,
333,EXACYL 500 mg potahované tablety,"Potahované tablety.
Bílé potahované tablety.",False,potahované tablety,bílé,,,,
334,"INTEGRILIN 0,75 mg/ml infuzní roztok","Infuzní roztok
Čirý, bezbarvý roztok",False,infuzní roztok,bezbarvý,roztok,roztok,,
335,"Ebrantil 25 mg injekční roztok
Ebrantil 50 mg injekční roztok","Injekční roztok
Popis přípravku: čirý, bezbarvý roztok",False,injekční roztok,bezbarvý,roztok,roztok,,
336,"Enalapril Vitabalans 5 mg tablety
Enalapril Vitabalans 10 mg tablety
Enalapril Vitabalans 20 mg tablety","Tableta.
Enalapril Vitabalans 5 mg:
Tablety jsou bílé, kulaté, ploché, s půlící rýhou na jedné straně. Průměr je 8 mm.
Enalapril Vitabalans 10 mg:
Tablety jsou červenohnědé, kulaté, ploché, s půlící rýhou na jedné straně. Průměr je 8 mm.
Enalapril Vitabalans 20 mg:
Tablety jsou světle oranžové, kulaté, ploché, s půlící rýhou na jedné straně. Průměr je 8 mm.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, červenohnědé, oranžové",kulaté,,"['8 mm', '8 mm', '8 mm']",
337,Celiprolol Vitabalans 200 mg potahované tablety,"Potahovaná tableta.
Celiprolol Vitabalans 200 mg: bílé, potahované, kulaté, konvexní tablety s půlicí rýhou na jedné straně,
průměr 10 mm.
Tabletu lze rozdělit na stejné dávky.",True,potahovaná tableta,bílé,kulaté,konvexní,['10 mm'],
338,KOMBI-KALZ 1000 mg/880 IU granule pro perorální roztok v sáčku,"Granule pro perorální roztok v sáčku.
Popis přípravku: bílý granulát s citronovým aroma",False,granule pro perorální roztok v sáčku,bílý,roztok,roztok,,
339,"HEMANGIOL 3,75 mg/ml perorální roztok","Perorální roztok
Čirý, bezbarvý až světle žlutý perorální roztok s ovocnou vůní.",False,perorální roztok,"bezbarvý, žlutý",roztok,roztok,,
340,"Atoris 30 mg potahované tablety
Atoris 60 mg potahované tablety
Atoris 80 mg potahované tablety","Potahované tablety
Atoris 30: bílé, kulaté, lehce konvexní, potahované tablety se zkosenými hranami
Atoris 60: bílé, oválné, bikonvexní potahované tablety
Atoris 80: bílé, bikonvexní, potahované tablety tvaru tobolky",False,potahované tablety,"bílé, bílé, bílé",kulaté,konvexní,,
341,"Triasyn 2,5/2,5 mg tablety s řízeným uvolňováním
Triasyn 5/5 mg tablety s řízeným uvolňováním","Tableta s řízeným uvolňováním.
Triasyn 2,5/2,5 mg: kulaté bikonvexní tablety s řízeným uvolňováním, meruňkové barvy, na jedné
straně vyraženo H nad OD a na druhé 2.5.
Triasyn 5/5 mg: kulaté bikonvexní tablety s řízeným uvolňováním, červenohnědé barvy, na jedné
straně vyraženo H nad OE a na druhé 5.",False,tableta s řízeným uvolňováním,červenohnědé,kulaté,bikonvexní,,
342,Ezoleta 10 mg tablety,"Tableta.
Bílé až téměř bílé tablety ve tvaru tobolky se zkosenými hranami. Rozměry tablety: 8 x 4 mm.",False,tableta,"bílé, bílé",tobolky,tobolky,['4 mm'],
343,"CORSIM 10 mg potahované tablety
CORSIM 20 mg potahované tablety","Potahovaná tableta.
Corsim 10 mg: oválné, bikonvexní, potahované tablety broskvového zbarvení s půlicí rýhou na jedné
straně. Půlicí rýha má pouze usnadnit dělení tablety pro snažší polykání, nikoliv její rozdělení na stejné
dávky.
Corsim 20 mg: nahnědlé, oválné, bikonvexní, potahované tablety.",True,potahovaná tableta,"broskvového, hnědlé",oválné,bikonvexní,,
344,"ANTITHROMBIN III BAXALTA, prášek a rozpouštědlo pro infuzní roztok","Prášek a rozpouštědlo pro infuzní roztok.
Přípravek: lyofilizovaný bílý nebo nažloutlý prášek nebo lyofilizovaná pevná drobivá látka.
Rozpouštědlo pro rekonstituci lyofilizovaného prášku: čirá bezbarvá kapalina.",False,prášek a rozpouštědlo pro infuzní roztok,"bílý, nažloutlý, bezbarvá",roztok.,roztok.,,
345,"Revestive 1,25 mg prášek a rozpouštědlo pro injekční roztok","Prášek a rozpouštědlo pro injekční roztok.
Prášek je bílý a rozpouštědlo je čiré a bezbarvé.",False,prášek a rozpouštědlo pro injekční roztok,"bílý, bezbarvé.",roztok.,roztok.,,
346,"Ivabradine Accord 5 mg potahované tablety
Ivabradine Accord 7,5 mg potahované tablety","Potahovaná tableta.
Ivabradine Accord 5 mg potahované tablety
Lososově zbarvená, podlouhlá, potahovaná tableta o délce přibližně 8,50 mm a šířce 4,50 mm,
s půlicí rýhou na obou stranách, s vyraženým „FK“ na jedné straně a „2“ na druhé straně.
Tabletu lze rozdělit na stejné dávky.
Ivabradine Accord 7,5 mg potahované tablety
Lososově zbarvená, trojúhelníková, potahovaná tableta o délce přibližně 7,30 mm a šířce 6,769 mm s
vyraženým „FK“ na jedné straně a „1“ na druhé straně.",True,potahovaná tableta,"lososově, lososově",podlouhlá,,"['8,50 mm', '4,50 mm', '7,30 mm', '6,769 mm']","„FK“, „2“, „FK“, „1“"
347,"Perindopril PMCS 4 mg tablety
Perindopril PMCS 8 mg tablety","Tableta.
Perindopril PMCS 4 mg tablety: bílé bikonvexní tablety o průměru 8 mm s půlicí rýhou na jedné straně.
Tabletu lze rozdělit na stejné dávky.
Perindopril PMCS 8 mg tablety: bílé bikonvexní tablety o průměru 10 mm s půlicí rýhou na jedné
straně. Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé",,bikonvexní,"['8 mm', '10 mm']",
348,Cholib 145 mg/20 mg potahované tablety,"Potahovaná tableta (tableta).
Oválné, bikonvexní, světle hnědé potahované tablety se zkosenými okraji a nápisem 145/20 na jedné
straně. Velikost tablety je přibližně 19,3 x 9,3 mm a váha tablety je přibližně 734 mg.",False,potahovaná tableta (tableta),hnědé,oválné,bikonvexní,"['9,3 mm']",
349,"LEVOTONINE, tobolky",Tobolky.,False,tobolky,,tobolky.,tobolky.,,
350,"Zenon 10 mg/10 mg potahované tablety
Zenon 10 mg/20 mg potahované tablety
Zenon 10 mg/40 mg potahované tablety","Potahovaná tableta
Zenon 10 mg/10 mg: bílé až téměř bílé podlouhlé potahované tablety.
Zenon 10 mg/20 mg: žluté až světle žluté podlouhlé potahované tablety.
Zenon 10 mg/40 mg: růžové podlouhlé potahované tablety.",False,potahovaná tableta,"bílé, bílé, žluté, žluté, růžové",podlouhlé,,,
351,"Vitamin D3 Axonia 1000 IU potahované tablety
Vitamin D3 Axonia 7000 IU potahované tablety
Vitamin D3 Axonia 30000 IU potahované tablety","Potahovaná tableta.
Vitamin D3 Axonia 1000 IU: žlutá, kulatá potahovaná tableta o průměru 7,2 mm s hladkým
povrchem, oboustranně konvexní, na jedné straně vyraženo ‘D’.
Vitamin D3 Axonia 7000 IU: žlutá, kulatá potahovaná tableta o průměru 7,2 mm s hladkým
povrchem, oboustranně konvexní na jedné straně vyraženo ‘W’.
Vitamin D3 Axonia 30000 IU: žlutá, kulatá potahovaná tableta o průměru 13,2 mm s hladkým
povrchem, oboustranně konvexní.",False,potahovaná tableta,"žlutá, žlutá, žlutá",kulatá,konvexní,"['7,2 mm', '7,2 mm', '13,2 mm']",
352,"Amaryl 2 mg
Amaryl 3 mg
tablety","Tableta
Amaryl 2 mg
Tablety jsou zelené, podlouhlé s půlicí rýhou na obou stranách.
Amaryl 3 mg
Tablety jsou světle žluté, podlouhlé s půlicí rýhou na obou stranách.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"zelené, žluté",podlouhlé,,,
353,"Valtricom 5 mg/160 mg/12,5 mg potahované tablety
Valtricom 5 mg/160 mg/25 mg potahované tablety
Valtricom 10 mg/160 mg/12,5 mg potahované tablety
Valtricom 10 mg/160 mg/25 mg potahované tablety
Valtricom 10 mg/320 mg/25 mg potahované tablety","Potahovaná tableta (tableta)
5 mg/160 mg/12,5 mg:
Bílé až téměř bílé, oválné, bikonvexní potahované tablety s vyraženým znakem K1 na jedné straně
tablety, rozměry přibližně 13 x 8 mm.
5 mg/160 mg/25 mg:
Světle žluté, oválné, bikonvexní potahované tablety s vyraženým znakem K3 na jedné straně tablety,
rozměry přibližně 13 x 8 mm.
10 mg/160 mg/12,5 mg:
Růžové, oválné, bikonvexní potahované tablety s vyraženým znakem K2 na jedné straně tablety,
rozměry přibližně 13 x 8 mm.
10 mg/160 mg/25 mg:
Hnědo-žluté, oválné, bikonvexní potahované tablety s vyraženým znakem K4 na jedné straně tablety,
rozměry přibližně 13 x 8 mm.
10 mg/320 mg/25 mg:
Hnědo-červené, oválné, bikonvexní potahované tablety, rozměry přibližně 18 x 9 mm.",False,potahovaná tableta (tableta),"bílé, bílé, žluté, růžové, hnědo-, žluté, hnědo-, červené",oválné,bikonvexní,"['8 mm', '8 mm', '8 mm', '8 mm', '9 mm']",
354,"Cynt 0,2 mg potahované tablety
Cynt 0,3 mg potahované tablety
Cynt 0,4 mg potahované tablety","Potahovaná tableta.
Cynt 0,2 mg: kulaté, světle růžové, konvexní potahované tablety s vyraženým označením „0,2“ na jedné
straně.
Cynt 0,3 mg: kulaté, růžové, konvexní potahované tablety s vyraženým označením „0,3“ na jedné straně.
Cynt 0,4 mg: kulaté, konvexní potahované tablety cihlové barvy s vyraženým označením „0,4“ na jedné
straně.",False,potahovaná tableta,"růžové, růžové",kulaté,konvexní,,"„0,2“, „0,3“, „0,4“"
355,"Ardeaelytosol F 1/2 4,5 g/l + 25 g/l infuzní roztok
Ardeaelytosol F 1/3 3 g/l + 33,33 g/l infuzní roztok","Infuzní roztok
Popis přípravku: čirý, bezbarvý nebo slabě nažloutlý roztok",False,infuzní roztok,"bezbarvý, nažloutlý",roztok,roztok,,
356,Celaskon long effect 500 mg tvrdé tobolky s prodlouženým uvolňováním,"Tvrdá tobolka s prodlouženým uvolňováním.
Popis přípravku: tvrdé želatinové tobolky s neprůhledným oranžovým víčkem a průhledným
oranžovým tělem, které obsahují bílé až krémové pelety s ojedinělým výskytem hnědých pelet.",False,tvrdá tobolka s prodlouženým uvolňováním,"oranžovým, oranžovým, bílé, krémové, hnědých",tobolka,tobolka,,
